Genome	Category	Function	GeneRule	Present	EvidenceType	AnalysisSet	Species	Phylum
TRUNC_050	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Nitrogen cycling	Nitrous oxide reduction	nosDZ	true	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Nitrogen cycling	Nitrous oxide reduction	nosDZ	true	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Nitrogen cycling	Nitrous oxide reduction	nosDZ	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Sulfur cycling	Sulfate reduction	aprA||sat	true	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Sulfur cycling	Sulfate reduction	aprA||sat	true	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Sulfur cycling	Sulfate reduction	aprA||sat	true	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Sulfur cycling	Sulfate reduction	aprA||sat	true	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Sulfur cycling	Sulfate reduction	aprA||sat	true	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Sulfur cycling	Sulfate reduction	aprA||sat	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Sulfur cycling	Sulfide oxidation	fccB||sqr	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Sulfur cycling	Sulfide oxidation	fccB||sqr	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Sulfur cycling	Sulfide oxidation	fccB||sqr	true	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Sulfur cycling	Sulfide oxidation	fccB||sqr	true	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Sulfur cycling	Sulfide oxidation	fccB||sqr	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	true	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	true	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Sulfur cycling	Sulfite reduction	dsrABD||asrABC	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Sulfur cycling	Sulfur oxidation	sdo||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Sulfur cycling	Sulfur oxidation	sdo||sor	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Sulfur cycling	Sulfur reduction	sreABC||sor	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
